1	20690837
2	848417
3	110683
4	42525
5	24098
6	15138
7	10698
8	7294
9	5656
10	4290
11	3088
12	2444
13	1895
14	1508
15	1268
16	951
17	666
18	686
19	477
20	368
21	337
22	292
23	267
24	205
25	204
26	200
27	205
28	189
29	155
30	157
31	161
32	166
33	142
34	150
35	187
36	198
37	207
38	185
39	211
40	210
41	229
42	267
43	352
44	382
45	421
46	477
47	492
48	550
49	575
50	655
51	732
52	791
53	962
54	1027
55	1072
56	1119
57	1199
58	1200
59	1473
60	1494
61	1687
62	1820
63	1893
64	2067
65	2341
66	2502
67	2567
68	2755
69	2936
70	3231
71	3393
72	3729
73	3947
74	4222
75	4477
76	4802
77	5059
78	5386
79	5863
80	6222
81	6655
82	7187
83	7654
84	7879
85	8194
86	8633
87	9316
88	9839
89	10328
90	10901
91	11067
92	11683
93	12326
94	12930
95	13379
96	13926
97	14405
98	15105
99	15749
100	16172
101	17308
102	17773
103	18745
104	19341
105	19578
106	20210
107	21043
108	21522
109	22416
110	23036
111	23500
112	24486
113	24744
114	25590
115	26058
116	27025
117	27448
118	28113
119	28765
120	29410
121	29869
122	30511
123	30766
124	31443
125	31775
126	32251
127	32440
128	32715
129	32908
130	33681
131	34315
132	34685
133	34420
134	34867
135	35010
136	34857
137	35448
138	35578
139	35937
140	35802
141	36234
142	36213
143	36228
144	36519
145	36685
146	36640
147	36611
148	37062
149	37059
150	37006
151	36538
152	36247
153	36163
154	36449
155	35954
156	35793
157	35940
158	35770
159	35423
160	35192
161	34859
162	34994
163	34293
164	33889
165	34345
166	33412
167	33217
168	32666
169	32731
170	32077
171	31694
172	31547
173	30875
174	30281
175	30016
176	29435
177	28914
178	28642
179	27945
180	27197
181	27105
182	26383
183	25770
184	25369
185	25111
186	24845
187	24095
188	23681
189	23166
190	22538
191	22246
192	21784
193	21050
194	20736
195	20416
196	19743
197	19119
198	18932
199	18454
200	18030
201	17438
202	16973
203	16501
204	16009
205	15793
206	14973
207	14828
208	14752
209	14143
210	13654
211	13336
212	12984
213	12610
214	12094
215	12129
216	11886
217	11477
218	11046
219	10877
220	10477
221	9942
222	9830
223	9580
224	9371
225	9143
226	8708
227	8362
228	8257
229	7910
230	7751
231	7551
232	7356
233	7269
234	6782
235	6710
236	6466
237	6130
238	6024
239	5904
240	5716
241	5598
242	5294
243	5202
244	5090
245	4825
246	4720
247	4551
248	4272
249	4283
250	4058
251	3840
252	3782
253	3639
254	3552
255	3419
256	3352
257	3254
258	2987
259	2942
260	2799
261	2756
262	2584
263	2621
264	2491
265	2370
266	2273
267	2290
268	2269
269	2029
270	1980
271	1838
272	1810
273	1776
274	1752
275	1696
276	1652
277	1534
278	1490
279	1551
280	1437
281	1332
282	1286
283	1265
284	1145
285	1083
286	1059
287	1033
288	934
289	915
290	841
291	792
292	767
293	810
294	740
295	684
296	698
297	701
298	711
299	649
300	612
301	670
302	605
303	601
304	543
305	488
306	508
307	468
308	464
309	443
310	435
311	430
312	438
313	411
314	396
315	369
316	363
317	322
318	302
319	289
320	328
321	292
322	301
323	264
324	260
325	276
326	246
327	238
328	226
329	235
330	249
331	236
332	217
333	229
334	202
335	235
336	206
337	203
338	200
339	183
340	197
341	187
342	189
343	159
344	171
345	149
346	142
347	136
348	149
349	112
350	116
351	156
352	105
353	121
354	112
355	92
356	94
357	88
358	107
359	98
360	98
361	91
362	88
363	79
364	92
365	103
366	89
367	107
368	81
369	76
370	89
371	82
372	90
373	94
374	82
375	84
376	77
377	83
378	89
379	90
380	71
381	83
382	91
383	99
384	71
385	55
386	108
387	76
388	79
389	68
390	69
391	76
392	57
393	68
394	68
395	72
396	78
397	69
398	61
399	69
400	69
401	85
402	65
403	69
404	60
405	78
406	71
407	61
408	72
409	80
410	52
411	77
412	62
413	55
414	75
415	58
416	59
417	59
418	81
419	57
420	79
421	58
422	56
423	69
424	74
425	49
426	62
427	71
428	53
429	52
430	64
431	66
432	54
433	57
434	51
435	45
436	55
437	37
438	56
439	53
440	41
441	46
442	41
443	41
444	38
445	45
446	40
447	36
448	53
449	54
450	50
451	55
452	59
453	46
454	54
455	49
456	44
457	57
458	60
459	40
460	42
461	47
462	46
463	49
464	53
465	43
466	57
467	57
468	35
469	64
470	51
471	49
472	53
473	61
474	63
475	47
476	54
477	70
478	57
479	53
480	51
481	49
482	54
483	50
484	52
485	49
486	48
487	48
488	44
489	39
490	35
491	46
492	54
493	44
494	47
495	53
496	53
497	41
498	51
499	46
500	45
501	50
502	35
503	44
504	39
505	37
506	47
507	42
508	38
509	50
510	38
511	39
512	43
513	36
514	34
515	45
516	50
517	43
518	29
519	43
520	29
521	41
522	32
523	33
524	35
525	27
526	34
527	41
528	39
529	34
530	30
531	40
532	36
533	27
534	32
535	30
536	32
537	32
538	34
539	22
540	29
541	29
542	24
543	32
544	18
545	18
546	31
547	19
548	26
549	13
550	18
551	22
552	18
553	16
554	21
555	20
556	25
557	15
558	25
559	22
560	24
561	17
562	22
563	24
564	26
565	23
566	29
567	21
568	23
569	24
570	25
571	37
572	22
573	22
574	19
575	20
576	26
577	20
578	22
579	21
580	22
581	18
582	24
583	25
584	15
585	27
586	18
587	26
588	18
589	20
590	18
591	20
592	14
593	16
594	19
595	22
596	21
597	17
598	22
599	12
600	8
601	19
602	17
603	15
604	20
605	17
606	21
607	17
608	23
609	17
610	28
611	21
612	31
613	17
614	23
615	16
616	17
617	17
618	15
619	8
620	15
621	9
622	18
623	15
624	11
625	21
626	10
627	12
628	17
629	15
630	14
631	17
632	10
633	9
634	12
635	10
636	16
637	15
638	17
639	15
640	21
641	16
642	21
643	16
644	18
645	13
646	23
647	17
648	19
649	24
650	14
651	11
652	23
653	18
654	22
655	16
656	16
657	15
658	14
659	13
660	9
661	9
662	12
663	13
664	10
665	18
666	14
667	11
668	16
669	24
670	21
671	14
672	21
673	16
674	11
675	15
676	12
677	21
678	17
679	18
680	24
681	18
682	15
683	17
684	15
685	16
686	11
687	17
688	14
689	28
690	15
691	21
692	14
693	14
694	11
695	8
696	10
697	22
698	19
699	13
700	10
701	17
702	18
703	18
704	19
705	17
706	18
707	13
708	12
709	20
710	18
711	16
712	16
713	15
714	14
715	21
716	28
717	17
718	16
719	16
720	21
721	17
722	10
723	26
724	13
725	16
726	15
727	14
728	18
729	19
730	18
731	11
732	9
733	16
734	11
735	14
